Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-11-08 09:30:00-05:00,3000.0,3016.110107421875,2983.449951171875,3011.949951171875,97085,0,0
2021-11-08 09:45:00-05:00,3011.830078125,3019.3720703125,3000.155029296875,3003.71728515625,61764,0,0
2021-11-08 10:00:00-05:00,3006.510009765625,3012.47509765625,2995.909912109375,3000.590087890625,37592,0,0
2021-11-08 10:15:00-05:00,3000.0,3001.239990234375,2992.8798828125,2995.3798828125,22841,0,0
2021-11-08 10:30:00-05:00,2995.389892578125,2998.56005859375,2982.89990234375,2986.320068359375,26027,0,0
2021-11-08 10:45:00-05:00,2987.89990234375,2994.530029296875,2987.89990234375,2990.820068359375,23192,0,0
2021-11-08 11:00:00-05:00,2989.489990234375,2991.909912109375,2986.587646484375,2986.949951171875,14642,0,0
2021-11-08 11:15:00-05:00,2986.590087890625,3000.5,2986.590087890625,2996.280029296875,20260,0,0
2021-11-08 11:30:00-05:00,2995.8798828125,3002.68994140625,2995.72998046875,2999.034912109375,17952,0,0
2021-11-08 11:45:00-05:00,2999.945068359375,3000.574951171875,2994.35009765625,2995.135009765625,13165,0,0
2021-11-08 12:00:00-05:00,2995.1298828125,2996.5400390625,2990.570068359375,2991.419921875,12462,0,0
2021-11-08 12:15:00-05:00,2991.5,2995.909912109375,2991.219970703125,2991.830078125,12246,0,0
2021-11-08 12:30:00-05:00,2992.6201171875,2997.14990234375,2992.6201171875,2994.489990234375,10962,0,0
2021-11-08 12:45:00-05:00,2994.489990234375,2995.300048828125,2992.570068359375,2995.300048828125,7267,0,0
2021-11-08 13:00:00-05:00,2994.820068359375,2997.159912109375,2994.2900390625,2996.47998046875,11004,0,0
2021-11-08 13:15:00-05:00,2994.0,2998.264892578125,2993.635009765625,2996.25,12712,0,0
2021-11-08 13:30:00-05:00,2996.5,2996.5,2992.300048828125,2995.699951171875,11204,0,0
2021-11-08 13:45:00-05:00,2995.7099609375,2996.639892578125,2991.969970703125,2991.969970703125,11541,0,0
2021-11-08 14:00:00-05:00,2991.2548828125,2995.47998046875,2991.2548828125,2992.169921875,12619,0,0
2021-11-08 14:15:00-05:00,2993.429931640625,2998.010009765625,2992.840087890625,2994.14990234375,16924,0,0
2021-11-08 14:30:00-05:00,2994.489990234375,2995.35009765625,2993.4599609375,2995.330078125,8185,0,0
2021-11-08 14:45:00-05:00,2995.7900390625,2996.3798828125,2995.080078125,2995.949951171875,41975,0,0
2021-11-08 15:00:00-05:00,2995.949951171875,2998.094970703125,2995.16650390625,2997.610107421875,17448,0,0
2021-11-08 15:15:00-05:00,2997.81005859375,2998.52001953125,2997.320068359375,2997.898681640625,17912,0,0
2021-11-08 15:30:00-05:00,2998.169921875,2998.169921875,2986.719970703125,2987.0400390625,29430,0,0
2021-11-08 15:45:00-05:00,2986.5,2991.409912109375,2982.39990234375,2987.18994140625,90578,0,0
2021-11-09 09:30:00-05:00,2994.919921875,3007.570068359375,2985.06005859375,2994.5400390625,114180,0,0
2021-11-09 09:45:00-05:00,2990.0,2990.0,2972.0,2975.7900390625,54352,0,0
2021-11-09 10:00:00-05:00,2979.949951171875,2980.409912109375,2950.139892578125,2957.81005859375,84492,0,0
2021-11-09 10:15:00-05:00,2956.260009765625,2974.32861328125,2956.260009765625,2972.5,35268,0,0
2021-11-09 10:30:00-05:00,2971.60009765625,2979.25,2967.530029296875,2978.64990234375,25141,0,0
2021-11-09 10:45:00-05:00,2977.125,2977.360107421875,2973.030029296875,2974.639892578125,19341,0,0
2021-11-09 11:00:00-05:00,2974.639892578125,2978.719970703125,2966.300048828125,2970.166015625,27480,0,0
2021-11-09 11:15:00-05:00,2973.1298828125,2975.3701171875,2968.0126953125,2974.909912109375,25261,0,0
2021-11-09 11:30:00-05:00,2974.0,2980.72998046875,2973.330078125,2980.0,14786,0,0
2021-11-09 11:45:00-05:00,2979.489990234375,2980.3701171875,2973.110107421875,2975.60009765625,22333,0,0
2021-11-09 12:00:00-05:00,2975.8349609375,2979.830078125,2971.080078125,2976.735107421875,17694,0,0
2021-11-09 12:15:00-05:00,2977.739990234375,2979.830078125,2975.215087890625,2978.510009765625,15720,0,0
2021-11-09 12:30:00-05:00,2978.510009765625,2980.050048828125,2976.449951171875,2979.449951171875,15388,0,0
2021-11-09 12:45:00-05:00,2982.0,2982.010009765625,2977.659912109375,2980.02490234375,14303,0,0
2021-11-09 13:00:00-05:00,2980.169921875,2983.7900390625,2975.39990234375,2976.72998046875,13801,0,0
2021-11-09 13:15:00-05:00,2976.10498046875,2978.5,2972.659912109375,2972.659912109375,12916,0,0
2021-11-09 13:30:00-05:00,2976.06005859375,2976.06005859375,2970.18994140625,2970.64990234375,18487,0,0
2021-11-09 13:45:00-05:00,2971.8798828125,2971.8798828125,2967.420654296875,2971.0,23123,0,0
2021-11-09 14:00:00-05:00,2970.861572265625,2975.514892578125,2970.861572265625,2972.610107421875,13026,0,0
2021-11-09 14:15:00-05:00,2973.72509765625,2975.909912109375,2971.159912109375,2971.669921875,13439,0,0
2021-11-09 14:30:00-05:00,2972.81005859375,2977.1201171875,2971.429931640625,2977.1201171875,13185,0,0
2021-11-09 14:45:00-05:00,2978.127685546875,2978.8798828125,2973.656005859375,2977.29248046875,14550,0,0
2021-11-09 15:00:00-05:00,2975.360107421875,2977.219970703125,2973.7900390625,2977.02001953125,11183,0,0
2021-11-09 15:15:00-05:00,2978.949951171875,2980.280029296875,2976.419921875,2979.719970703125,18714,0,0
